,PetId,PredictedClaimAmount
0,0,0.0
1,1,0.0
2,2,167.44342041015625
3,3,0.0
4,4,373.5747375488281
5,5,181.22164916992188
6,6,0.0
7,7,0.0
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.0
12,12,0.0
13,13,0.0
14,14,102.19297790527344
15,15,143.67127990722656
16,16,0.0
17,17,0.0
18,18,0.0
19,19,99.3399658203125
20,20,0.0
21,21,183.42971801757812
22,22,0.0
23,23,0.0
24,24,0.0
25,25,368.93719482421875
26,26,0.0
27,27,0.0
28,28,0.0
29,29,0.0
30,30,0.0
31,31,0.0
32,32,0.0
33,33,0.0
34,34,0.0
35,35,136.7767791748047
36,36,0.0
37,37,204.54293823242188
38,38,244.7526092529297
39,39,255.43312072753906
40,40,195.9771270751953
41,41,0.0
42,42,0.0
43,43,0.0
44,44,368.171142578125
45,45,248.55889892578125
46,46,164.8819580078125
47,47,418.1537170410156
48,48,0.0
49,49,282.07830810546875
50,50,135.2576904296875
51,51,99.14702606201172
52,52,237.10939025878906
53,53,0.0
54,54,0.0
55,55,0.0
56,56,0.0
57,57,139.3080291748047
58,58,0.0
59,59,0.0
60,60,436.62506103515625
61,61,167.94198608398438
62,62,312.0771179199219
63,63,0.0
64,64,203.8475341796875
65,65,181.15719604492188
66,66,174.74514770507812
67,67,152.35308837890625
68,68,0.0
69,69,0.0
70,70,0.0
71,71,0.0
72,72,0.0
73,73,0.0
74,74,209.69358825683594
75,75,211.7789764404297
76,76,73.5423583984375
77,77,0.0
78,78,155.06748962402344
79,79,0.0
80,80,0.0
81,81,92.96589660644531
82,82,122.2383804321289
83,83,0.0
84,84,0.0
85,85,0.0
86,86,0.0
87,87,96.44750213623047
88,88,0.0
89,89,137.4121856689453
90,90,0.0
91,91,0.0
92,92,0.0
93,93,136.6995086669922
94,94,143.68545532226562
95,95,407.2225341796875
96,96,364.48284912109375
97,97,0.0
98,98,239.1687774658203
99,99,0.0
100,100,0.0
101,101,0.0
102,102,0.0
103,103,218.00399780273438
104,104,171.1545867919922
105,105,0.0
106,106,0.0
107,107,129.93136596679688
108,108,0.0
109,109,289.27655029296875
110,110,0.0
111,111,263.0894470214844
112,112,0.0
113,113,0.0
114,114,125.5681381225586
115,115,0.0
116,116,288.3505554199219
117,117,193.40809631347656
118,118,198.3610076904297
119,119,240.5548858642578
120,120,0.0
121,121,197.57052612304688
122,122,0.0
123,123,0.0
124,124,0.0
125,125,0.0
126,126,167.52392578125
127,127,136.613037109375
128,128,0.0
129,129,0.0
130,130,0.0
131,131,0.0
132,132,160.32077026367188
133,133,131.91896057128906
134,134,212.38746643066406
135,135,0.0
136,136,0.0
137,137,0.0
138,138,0.0
139,139,0.0
140,140,246.0361328125
141,141,225.15060424804688
142,142,164.45481872558594
143,143,0.0
144,144,0.0
145,145,0.0
146,146,64.15840148925781
147,147,109.2196273803711
148,148,0.0
149,149,113.26909637451172
150,150,0.0
151,151,0.0
152,152,168.5897979736328
153,153,88.79217529296875
154,154,0.0
155,155,0.0
156,156,237.79168701171875
157,157,0.0
158,158,0.0
159,159,0.0
160,160,0.0
161,161,0.0
162,162,0.0
163,163,0.0
164,164,137.33450317382812
165,165,85.99067687988281
166,166,0.0
167,167,86.76695251464844
168,168,0.0
169,169,218.68646240234375
170,170,344.54168701171875
171,171,0.0
172,172,0.0
173,173,0.0
174,174,72.85298919677734
175,175,0.0
176,176,0.0
177,177,0.0
178,178,0.0
179,179,199.0778350830078
180,180,0.0
181,181,0.0
182,182,0.0
183,183,0.0
184,184,0.0
185,185,212.62326049804688
186,186,0.0
187,187,172.33944702148438
188,188,269.255859375
189,189,0.0
190,190,0.0
191,191,0.0
192,192,573.615966796875
193,193,0.0
194,194,0.0
195,195,0.0
196,196,319.751708984375
197,197,0.0
198,198,0.0
199,199,180.09454345703125
200,200,0.0
201,201,239.1670684814453
202,202,305.73150634765625
203,203,0.0
204,204,217.80667114257812
205,205,0.0
206,206,353.818115234375
207,207,729.95703125
208,208,478.221923828125
209,209,0.0
210,210,0.0
211,211,308.44647216796875
212,212,0.0
213,213,375.0636901855469
214,214,0.0
215,215,211.01931762695312
216,216,346.1162109375
217,217,0.0
218,218,0.0
219,219,229.64768981933594
220,220,0.0
221,221,380.3241271972656
222,222,0.0
223,223,0.0
224,224,0.0
225,225,0.0
226,226,338.4770202636719
227,227,0.0
228,228,260.6383361816406
229,229,257.1291809082031
230,230,0.0
231,231,0.0
232,232,0.0
233,233,0.0
234,234,0.0
235,235,0.0
236,236,0.0
237,237,0.0
238,238,249.7243194580078
239,239,0.0
240,240,0.0
241,241,0.0
242,242,198.50747680664062
243,243,0.0
244,244,0.0
245,245,249.87881469726562
246,246,441.8875427246094
247,247,232.574951171875
248,248,428.3108825683594
249,249,0.0
250,250,0.0
251,251,379.2205505371094
252,252,0.0
253,253,0.0
254,254,296.0432434082031
255,255,89.40311431884766
256,256,0.0
257,257,0.0
258,258,0.0
259,259,161.3118896484375
260,260,0.0
261,261,67.02174377441406
262,262,292.5564270019531
263,263,0.0
264,264,0.0
265,265,299.38739013671875
266,266,0.0
267,267,0.0
268,268,130.92364501953125
269,269,218.1768341064453
270,270,162.26805114746094
271,271,187.141845703125
272,272,136.3177490234375
273,273,0.0
274,274,326.0933837890625
275,275,0.0
276,276,220.31170654296875
277,277,0.0
278,278,0.0
279,279,0.0
280,280,0.0
281,281,0.0
282,282,198.84161376953125
283,283,143.99581909179688
284,284,180.73468017578125
285,285,0.0
286,286,0.0
287,287,276.3844299316406
288,288,0.0
289,289,0.0
290,290,0.0
291,291,0.0
292,292,0.0
293,293,271.6409606933594
294,294,250.90478515625
295,295,310.63983154296875
296,296,0.0
297,297,160.18795776367188
298,298,0.0
299,299,276.3453063964844
300,300,282.7533874511719
301,301,0.0
302,302,0.0
303,303,0.0
304,304,0.0
305,305,173.3805694580078
306,306,281.2650451660156
307,307,0.0
308,308,227.61024475097656
309,309,0.0
310,310,0.0
311,311,81.12559509277344
312,312,130.1810302734375
313,313,0.0
314,314,0.0
315,315,0.0
316,316,0.0
317,317,0.0
318,318,178.77041625976562
319,319,0.0
320,320,88.74104309082031
321,321,0.0
322,322,290.90228271484375
323,323,136.7262420654297
324,324,157.74560546875
325,325,0.0
326,326,0.0
327,327,0.0
328,328,0.0
329,329,0.0
330,330,0.0
331,331,184.2845001220703
332,332,0.0
333,333,0.0
334,334,0.0
335,335,67.78826904296875
336,336,0.0
337,337,0.0
338,338,0.0
339,339,191.12274169921875
340,340,248.0386505126953
341,341,0.0
342,342,229.35691833496094
343,343,236.78399658203125
344,344,0.0
345,345,274.2218322753906
346,346,178.4427032470703
347,347,0.0
348,348,0.0
349,349,0.0
350,350,150.52822875976562
351,351,149.10519409179688
352,352,0.0
353,353,0.0
354,354,0.0
355,355,165.61279296875
356,356,128.31141662597656
357,357,0.0
358,358,323.078857421875
359,359,0.0
360,360,0.0
361,361,0.0
362,362,211.6883087158203
363,363,0.0
364,364,0.0
365,365,167.9346923828125
366,366,134.50030517578125
367,367,0.0
368,368,0.0
369,369,132.30197143554688
370,370,199.14572143554688
371,371,0.0
372,372,189.21612548828125
373,373,0.0
374,374,206.65147399902344
375,375,135.38067626953125
376,376,215.77467346191406
377,377,0.0
378,378,223.74375915527344
379,379,160.6988525390625
380,380,313.87139892578125
381,381,0.0
382,382,0.0
383,383,179.02137756347656
384,384,0.0
385,385,0.0
386,386,219.1686553955078
387,387,206.92787170410156
388,388,0.0
389,389,143.87954711914062
390,390,0.0
391,391,0.0
392,392,308.1401062011719
393,393,138.22549438476562
394,394,0.0
395,395,0.0
396,396,114.61892700195312
397,397,0.0
398,398,0.0
399,399,298.7600402832031
400,400,0.0
401,401,0.0
402,402,169.80589294433594
403,403,121.74474334716797
404,404,0.0
405,405,0.0
406,406,0.0
407,407,0.0
408,408,0.0
409,409,105.35733032226562
410,410,154.7644805908203
411,411,156.9990234375
412,412,353.062255859375
413,413,0.0
414,414,0.0
415,415,0.0
416,416,120.82854461669922
417,417,0.0
418,418,0.0
419,419,0.0
420,420,0.0
421,421,0.0
422,422,0.0
423,423,0.0
424,424,182.43939208984375
425,425,171.56314086914062
426,426,163.0734405517578
427,427,192.5714111328125
428,428,170.21585083007812
429,429,141.93429565429688
430,430,0.0
431,431,204.88067626953125
432,432,267.2218017578125
433,433,146.6864013671875
434,434,106.15065002441406
435,435,173.5911865234375
436,436,0.0
437,437,242.5823211669922
438,438,199.50680541992188
439,439,0.0
440,440,0.0
441,441,0.0
442,442,157.1931915283203
443,443,0.0
444,444,0.0
445,445,0.0
446,446,0.0
447,447,196.18104553222656
448,448,0.0
449,449,0.0
450,450,0.0
451,451,0.0
452,452,0.0
453,453,158.57057189941406
454,454,0.0
455,455,0.0
456,456,207.49778747558594
457,457,0.0
458,458,0.0
459,459,0.0
460,460,0.0
461,461,129.72996520996094
462,462,115.61035919189453
463,463,0.0
464,464,116.46871948242188
465,465,0.0
466,466,151.44761657714844
467,467,0.0
468,468,157.01123046875
469,469,171.11468505859375
470,470,0.0
471,471,0.0
472,472,0.0
473,473,245.05963134765625
474,474,0.0
475,475,0.0
476,476,0.0
477,477,0.0
478,478,0.0
479,479,0.0
480,480,0.0
481,481,228.95425415039062
482,482,195.44956970214844
483,483,141.70619201660156
484,484,0.0
485,485,0.0
486,486,0.0
487,487,0.0
488,488,0.0
489,489,0.0
490,490,231.26956176757812
491,491,0.0
492,492,0.0
493,493,372.3368225097656
494,494,0.0
495,495,107.00084686279297
496,496,200.3631134033203
497,497,0.0
498,498,86.75016021728516
499,499,141.7040252685547
500,500,0.0
501,501,0.0
502,502,0.0
503,503,199.8917999267578
504,504,0.0
505,505,0.0
506,506,0.0
507,507,0.0
508,508,296.14007568359375
509,509,283.96417236328125
510,510,0.0
511,511,255.5694580078125
512,512,0.0
513,513,0.0
514,514,0.0
515,515,186.85418701171875
516,516,0.0
517,517,280.8763732910156
518,518,0.0
519,519,0.0
520,520,0.0
521,521,244.23928833007812
522,522,340.3346252441406
523,523,0.0
524,524,0.0
525,525,297.59375
526,526,0.0
527,527,0.0
528,528,0.0
529,529,0.0
530,530,0.0
531,531,234.27737426757812
532,532,506.7944641113281
533,533,200.51919555664062
534,534,0.0
535,535,342.79705810546875
536,536,388.15576171875
537,537,337.3417053222656
538,538,324.30328369140625
539,539,0.0
540,540,0.0
541,541,0.0
542,542,456.2348937988281
543,543,0.0
544,544,0.0
545,545,0.0
546,546,0.0
547,547,98.44599151611328
548,548,387.4914855957031
549,549,0.0
550,550,0.0
551,551,0.0
552,552,0.0
553,553,0.0
554,554,265.495849609375
555,555,0.0
556,556,0.0
557,557,304.72332763671875
558,558,98.51520538330078
559,559,340.7292175292969
560,560,0.0
561,561,0.0
562,562,0.0
563,563,0.0
564,564,172.86634826660156
565,565,231.46417236328125
566,566,182.91648864746094
567,567,263.86309814453125
568,568,100.22183990478516
